epoch,train_total_loss,train_heatmap_loss,train_coordinate_loss,train_structure_loss,train_adjacent_loss,train_pair_loss,train_order_loss,train_class_loss,mean_error_px,median_error_px,p95_error_px,mean_error_image_diag_pct,pck_0.5pct_image_diag,pck_1pct_image_diag,pck_2pct_image_diag,class_accuracy,backbone_lr,head_lr,seconds
11,0.21027405746546105,0.19359432357982076,0.0014518410145274627,0.0009876350094902078,0.0013615920413404725,0.0010087317464194906,2.1097211864052254e-05,0.0018605156617827322,8.755316313488319,2.4829652309417725,31.68532314300533,0.42200980697288504,0.8388767925519934,0.9386590584878745,0.9706434416998273,0.9985734664764622,0.00019809636197847574,0.0004952409049461894,43.898141108453274
12,0.20240578224954023,0.18710446319573296,0.0013208526109145214,0.000954533294889848,0.001293293560443083,0.001024439352482377,2.7734782960091004e-06,0.0018372459399711293,6.590259472562389,2.3710763454437256,21.237185859680153,0.34247769351640917,0.8697349650874691,0.9605075456115324,0.9830317591410767,0.9985734664764622,0.00019741207305767856,0.0004935301826441964,44.2792261056602
13,0.17634439693067017,0.16451183851718224,0.001008509501621424,0.0008049680431443631,0.0010643925247541702,0.0009077127258178074,2.289689669271621e-06,0.0013752497456422019,6.387421112263755,2.3335251808166504,20.253087234497006,0.3337904208658503,0.8779938433816352,0.9646369847586155,0.9841579698175539,0.9985734664764622,0.0001966245716301658,0.0004915614290754145,43.478271804749966
14,0.1591512982231455,0.148817294416353,0.0008804330914937076,0.0007182528262502205,0.0009505947976297623,0.0008098513879389323,0.0,0.0009316723186994345,5.9259705454013485,2.299938440322876,18.770645332336375,0.3168191305247705,0.8852015917110895,0.9695923117351153,0.9869359561528643,0.9985734664764622,0.00019573473723465668,0.0004893368430866418,44.04462646320462
15,0.16100637159001607,0.15116671164378334,0.0008432023234832317,0.0006746917125599387,0.0008711433915784357,0.0007934713688815492,5.39296743848161e-06,0.0005825457841609665,5.940460486707862,2.281627893447876,18.63198947906494,0.31748527226411144,0.8848261881522637,0.9691418274645244,0.9870110368646294,0.9985734664764622,0.0001947435637027523,0.0004868589092568807,43.37212159484625
16,0.1633497403237762,0.15283044422334152,0.0008862807571418997,0.000704830721885782,0.0009103378312129681,0.0008322059723004106,0.0,0.0024682915908040065,5.66460682766958,2.2533676624298096,18.25123615264891,0.30660829656414373,0.8917336136346573,0.9701178767174713,0.9874615211352203,0.9985734664764622,0.00019365215804895226,0.0004841303951223806,43.909788586199284
17,0.15263599873776118,0.14260449768130165,0.0008505253562740823,0.0007241114956302937,0.000943116498428793,0.0008382064882853992,5.456438131768198e-06,0.000780239722467588,5.689503915495491,2.2428433895111084,18.142238426208486,0.30620671818818657,0.8929349050228996,0.9712440873939485,0.9879870861175764,0.9985734664764622,0.00019246173923426075,0.00048115434808565185,44.46813401207328
18,0.13127128046488185,0.12363842893842274,0.000636255950832562,0.0005993459259118794,0.0007693672775102787,0.0007111921877160425,6.5230992311349465e-06,0.0007159949023148064,5.271663248995717,2.1863415241241455,16.96863346099853,0.2894478463092679,0.8975899091523387,0.9759741722351528,0.9904647496058263,0.9985734664764622,0.0001911736368047624,0.00047793409201190597,44.091720066964626
19,0.14659579715043689,0.13715551806293205,0.0008022280281262571,0.0006823498978588206,0.0008935724430787741,0.0007852122411502798,0.0,0.0005329626901002381,5.379740626554148,2.192716360092163,16.914204978942813,0.2938147454563904,0.9014941061641264,0.975073203693971,0.9893385389293491,0.9985734664764622,0.0001897892894066887,0.0004744732235167218,44.34083330631256
20,0.13436677298411875,0.1256962348501679,0.000732892870899372,0.0006468583595214324,0.0008393766841709423,0.0007568027442129087,6.45918904102883e-07,0.0004789234067155724,5.367317483567076,2.185441493988037,17.196022224426216,0.2935571174005924,0.9006682183347098,0.9741722351527893,0.9892634582175839,0.9985734664764622,0.00018831024317963378,0.00047077560794908446,43.7634698972106
21,0.12796947499935862,0.12046793923523823,0.0006321740361059066,0.0005601267894209332,0.0007196958974145544,0.000667596118048411,0.0,0.0005954141129281208,5.318880887654419,2.213500499725342,16.787766838073725,0.2954594023899957,0.9009685411817704,0.9749230422704407,0.9895637810646445,0.9985734664764622,0.00018673815002971325,0.0004668453750742831,44.02072969451547
22,0.12848952073460793,0.12133952674282394,0.0005928734133608247,0.0005765248430829236,0.0007161980615412104,0.0007280860414826556,0.0,0.0006820946979199988,6.0946637411878815,2.1214239597320557,18.011665534973137,0.3137170480587111,0.8988662812523462,0.9705683609880622,0.9848336962234402,0.9985734664764622,0.00018507476578459573,0.0004626869144614893,44.53149291872978
23,0.12114560923103249,0.1139210146000002,0.0006067485470393644,0.0005557610158865496,0.0007130370924453308,0.0006638505726431365,4.3640709396022484e-07,0.00045586124120994205,5.084623039945246,2.1156938076019287,16.066054534912105,0.2795900935768064,0.9100533073053533,0.9792777235528193,0.9911404760117126,0.9985734664764622,0.00018332194823246725,0.0004583048705811681,44.5981784388423
24,0.12280974983321145,0.11575310023376986,0.0005907689361630344,0.0005558126135417929,0.0007081038036561209,0.0006725356630433833,0.0,0.00037334399340226506,5.08143106153247,2.1322383880615234,16.35292949676512,0.27963328138638854,0.909377580899467,0.9779262707410467,0.9909903145881823,0.9985734664764622,0.00018148165504711848,0.0004537041376177962,44.06092124059796
25,0.12327164216536717,0.11575092070048429,0.0006355441733962918,0.0005545979172784894,0.0007028784746122659,0.0006771955836930605,0.0,0.0005608308702188307,4.820408977326491,2.1034116744995117,15.635195350646972,0.2697397155965466,0.9146332307230273,0.9809294992116525,0.9922666866881898,0.9985734664764622,0.0001795559416014728,0.000448889854003682,44.09219041094184
26,0.13276108732688138,0.12391154222179782,0.00075787489032863,0.0006186218694141227,0.0008277418837083734,0.0006824464566679738,8.48997028936681e-08,0.0003355404049599249,5.015490149140187,2.0696802139282227,15.944858837127667,0.27598895269094376,0.9126060515053682,0.9793528042645844,0.9899391846234702,0.9985734664764622,0.00017754695867199657,0.00044386739667999145,43.98305418714881
27,0.11220887711385576,0.10578843989379036,0.0005357943643411094,0.0005142574168653605,0.0006505219646031368,0.0006299880998120359,0.0,0.0003397754729019311,5.054307739515445,2.075519561767578,15.654115295410142,0.2752355516137276,0.9138824236053757,0.979653127111645,0.9907650724528868,1.0,0.000175456950036556,0.00043864237509139,44.70224850997329
28,0.11077206214071168,0.10452974656567635,0.0005144694819466832,0.0005287377506224267,0.0006690554848738322,0.0006473666723687758,0.0,0.0004014410969442231,4.88029753760343,2.0764689445495605,15.364781665802,0.27184884308926227,0.9179367820406937,0.9822809520234251,0.9921916059764246,0.9985734664764622,0.0001732882499684033,0.0004332206249210082,44.55615796148777
29,0.10586188372176877,0.10027114597611543,0.0004596424684495497,0.0004862876989677347,0.0005980555898282057,0.0006241996537935079,0.0,0.00021737703756604128,4.943974267561594,2.0467875003814697,15.207804298400879,0.27371498679286876,0.9180118627524589,0.9812298220587131,0.9914407988587732,0.9985734664764622,0.00017104328062909102,0.0004276082015727276,44.11577735096216
30,0.11163928439233924,0.1054219364441645,0.0005147858160338597,0.0005246692475452781,0.0006527411385477756,0.0006609955713302585,0.0,0.00020152847581492687,4.782009254166292,2.0429975986480713,14.875412654876708,0.26611462901496336,0.9234927547113146,0.9817553870410691,0.9917411217058337,0.9985734664764622,0.00016872454936322625,0.00042181137340806566,44.696593187749386
31,0.10081027404724449,0.09535720177090184,0.0004497949126048032,0.00046763935307362735,0.0005821714529292035,0.0005885120732961474,0.0,0.0001984554878676146,4.55035344564448,2.0311508178710938,14.655493450164759,0.25688057392501046,0.9242435618289662,0.9834071626999024,0.992867332382311,1.0,0.00016633464589808623,0.00041583661474521556,44.13147120177746
32,0.10409850100450123,0.09829696905858826,0.00047743924350940103,0.0005082195132220982,0.0006311327342545431,0.0006421771394632026,0.0,0.00010700737928948796,4.712327119816919,2.0422627925872803,15.207360935211176,0.2616809402463157,0.9213154140701254,0.981154741346948,0.9920414445528943,0.9985734664764622,0.00016387623945122328,0.0004096905986280582,43.87426832690835
33,0.10394873634341092,0.09809141009410109,0.00048478530417825724,0.0004915131972526408,0.0006177105228724634,0.0006071770231532275,2.524103408124282e-06,0.0002644723373274637,4.514438075949257,2.016050100326538,14.533370018005348,0.2554968239602062,0.924168481117201,0.9829566784293116,0.9933178166529019,0.9985734664764622,0.00016135207574928875,0.00040338018937322186,44.09033551439643
34,0.09921122491783642,0.0940111647035455,0.0004253441691935158,0.00046604837901667714,0.0005666254459884267,0.0006091188273265438,0.0,0.0001452196372814833,4.469129474616702,2.0090222358703613,14.436371135711662,0.25267985116584096,0.9285231623995795,0.9840828891057887,0.9931676552293716,0.9985734664764622,0.00015876497396140657,0.00039691243490351644,43.87163008004427
35,0.09755836432510895,0.09249454296881579,0.00041615379266149417,0.0004432446988707522,0.0005459641282788476,0.0005675420902138191,0.0,0.0001579553602100383,4.714287384086706,2.006160259246826,14.928891944885242,0.2613824441988141,0.9219160597642466,0.9821307905998948,0.9923417673999549,1.0,0.00015611782355052042,0.00039029455887630105,44.11630425974727
36,0.09706960220001161,0.0919255663880583,0.00042161215450263624,0.0004568239752631131,0.000564889648580158,0.0005812638136690713,0.0,0.0001426618094993212,4.439288241610019,1.982151746749878,14.260356807708717,0.25054796375033084,0.9273218710113372,0.9843832119528493,0.9936932202117276,0.9985734664764622,0.00015341358104623218,0.0003835339526155804,44.48413945734501
37,0.10385374837206574,0.0981633287362998,0.00047174452200921446,0.0004805604545373051,0.0005934270901789631,0.0006127161679128357,1.602639683626942e-07,0.00011853795289086804,4.351794879688928,2.00862455368042,14.128532791137637,0.2484162023161504,0.9279975974172235,0.9852090997822659,0.9943689466176139,0.9985734664764622,0.00015065526674273497,0.0003766381668568374,43.636088375002146
38,0.09205647010043538,0.08730991418933122,0.0003880121117387534,0.00042454357560198084,0.0005070556509593346,0.0005700524814743522,0.0,0.00017348207415226127,4.526112778247247,2.0019426345825195,14.395393562316874,0.2551732060725127,0.9255950146407388,0.9829566784293116,0.9929424130940762,1.0,0.00014784596132552967,0.0003696149033138242,43.8909059278667
39,0.09777800714435482,0.0925043805649406,0.0004309150830403389,0.0004752686653441218,0.0005726089991597991,0.0006298805308954825,0.0,0.0001393826213996668,4.545683101878732,1.9886610507965088,14.224466419219965,0.25548908278608573,0.927772355281928,0.9825061941587206,0.9920414445528943,0.9985734664764622,0.00014498880243069183,0.0003624720060767296,43.968814358115196
40,0.09950103340498245,0.09411147612002632,0.00044220283721569677,0.00047513551163522904,0.0005776100986733885,0.0006211014958972887,0.0,0.00017258181506257,4.7416982730155945,1.9788877964019775,15.10614480972288,0.2607298941426985,0.923192431864254,0.9820557098881297,0.9921165252646595,1.0,0.000142086981140532,0.00035521745285133,43.72351135313511
41,0.0928341976948517,0.08793428271033855,0.0004011216559506963,0.00043276177767590006,0.000529260653224118,0.000560438146794501,0.0,0.00023175727251217805,4.506353228159028,1.9818434715270996,13.92745723724365,0.2531387853933344,0.9311509873113597,0.9846084540881448,0.9933928973646671,1.0,0.00013914373841956371,0.0003478593460489093,44.16234799101949
42,0.09427090654756402,0.08933614848306135,0.00040441429946945175,0.0004414915658880004,0.0005399950957661005,0.0005713029905185262,5.15562888886647e-07,7.631497227111209e-05,4.474536425801365,1.9551036357879639,13.887392139434812,0.25255488238872054,0.9314513101584203,0.984233050529319,0.9927922516705459,1.0,0.00013616236149475907,0.00034040590373689766,44.37726949155331
43,0.10159249716089935,0.09547585589151464,0.0005062659565660079,0.0005211841342271906,0.0006475157510478627,0.0006233876152758938,5.2049843154603864e-05,0.00011612782276342828,4.425635405545321,1.9795583486557007,14.019144439697264,0.25091932745905804,0.9303250994819431,0.9844582926646145,0.9936932202117276,0.9985734664764622,0.00013314618018413525,0.0003328654504603381,44.211895287036896
44,0.09949562288449804,0.09363567435936433,0.0004885480469665695,0.00047640976141495725,0.0005880844493076645,0.000607891759658325,0.0,0.00021647847400734613,4.94174960527751,1.9765034914016724,14.860058593749995,0.26503598133034245,0.9255950146407388,0.9801786920940011,0.9897890231999399,1.0,0.0001300985631777722,0.0003252464079444305,44.294309347867966
45,0.09406491991127199,0.08863250536057213,0.00045008085927082116,0.00045795354195294176,0.000571246867279746,0.0005744336665840489,0.0,0.0001569967689660393,4.466118797429683,1.9545323848724365,14.120797443389888,0.25042307751824355,0.9305503416172385,0.984233050529319,0.9926420902470156,0.9985734664764622,0.0001270229142754152,0.000317557285688538,44.92154961079359
46,0.09389908579979649,0.08843366033364496,0.00045415510383406773,0.00045666920341111476,0.0005744506626828424,0.0005648128774777521,0.0,0.00010537134639656828,4.388127187730824,1.9612181186676025,13.938222026824947,0.24867382726966938,0.9304001801937082,0.9849838576469705,0.9933928973646671,0.9985734664764622,0.00012392266858486444,0.0003098066714621611,43.67548828199506
47,0.09159489187967049,0.08632574953234212,0.00043667415513823956,0.000445763529745324,0.0005523786867821687,0.0005652472583158406,0.0,0.00010873701633695231,4.205394484197823,1.9339594841003418,13.92087087631222,0.2408079507371473,0.9307005030407688,0.9867107140175689,0.9948194308882048,0.9985734664764622,0.00012080128868539738,0.00030200322171349345,44.28214915469289
48,0.08871309229227083,0.0841246055674926,0.00037458785112409363,0.0004146024682058967,0.0005101174118039019,0.0005318125189748324,0.0,0.00013404024785512378,4.3581785407967315,1.9372724294662476,13.665287113189697,0.24591042736733962,0.9337037315113748,0.9852841804940311,0.9935430587881973,0.9985734664764622,0.00011766226076050901,0.00029415565190127254,44.32786485180259
49,0.08644761771472385,0.08178633942161481,0.00038302620951679786,0.0004116032403151228,0.0004983240684940165,0.000541470652476952,0.0,7.80990419425481e-05,4.3843162876095265,1.9400856494903564,13.955147552490219,0.24750453046120768,0.9293490502289962,0.9847586155116751,0.9938433816352579,1.0,0.00011450909070428937,0.0002862727267607234,43.460359148681164
50,0.08635803212439522,0.08191787842581655,0.0003629348486374433,0.0004004511623600283,0.0004820826967729714,0.0005313660232015722,0.0,9.902629201137494e-05,4.302306486040128,1.93218195438385,13.259466075897201,0.24345284601535896,0.9357309107290337,0.9859599068999174,0.9941437044823185,1.0,0.00011134530020578658,0.00027836325051446643,44.60181416943669
51,0.08423022341889304,0.07989837187918626,0.00035124039459592034,0.00040521813310804655,0.0004924222685205903,0.0005300233164930697,0.0,9.010950494565071e-05,4.409652295405408,1.9288482666015625,13.597374629974338,0.24843330249939233,0.9321270365643066,0.9854343419175614,0.9937683009234928,0.9985734664764622,0.0001081744228157291,0.00027043605703932274,44.234608836472034
52,0.0814164387721934,0.07729076685789299,0.00033683303755523895,0.000374971957144342,0.00044565323144422675,0.0005071511111920369,0.0,7.395995290138345e-05,4.21441870945068,1.9214059114456177,13.797495174407953,0.23951415760002925,0.9336286507996095,0.985734664764622,0.9945191080411442,1.0,0.000105,0.00026250000000000004,43.6620167195797
53,0.08654970110819316,0.08211426535464961,0.00036086113716920793,0.0004079120433531638,0.0004916670536794627,0.0005402617071388265,0.0,0.0001099937163154425,4.130452996310925,1.9020671844482422,13.419362640380788,0.23653059404870183,0.9367820406937458,0.9867107140175689,0.9946692694646745,1.0,0.00010182557718427095,0.00025456394296067734,43.683396860957146
54,0.08261603414800395,0.07833469330013901,0.00034845436228191475,0.000386793787473916,0.00047203462489265924,0.0005025882253212692,0.0,0.00023210947405858062,4.286023068530283,1.927340030670166,13.674510574340813,0.24238522549550082,0.931826713717246,0.9861100683234477,0.9944440273293791,1.0,9.865469979421344e-05,0.0002466367494855336,43.66661810874939
55,0.08252524609967621,0.07834771625263084,0.0003404577632314111,0.00038174898199707925,0.00045723116579584797,0.0005104446353604103,0.0,9.453161012894337e-05,4.3735615645620385,1.9323534965515137,13.510618972778314,0.24659320395759374,0.934829942187852,0.9855094226293265,0.9939935430587882,1.0,9.549090929571065e-05,0.00023872727323927663,44.504061318933964
56,0.08376030763809915,0.07916262395054653,0.00037504499032960976,0.0004204119654845282,0.0005127687731182804,0.0005467585637399749,0.0,6.408677869449882e-05,4.345109380746269,1.9176923036575317,13.438117408752422,0.24533817828703494,0.9358059914407989,0.9859599068999174,0.9939184623470231,0.9985734664764622,9.233773923949104e-05,0.0002308443480987276,44.20420987531543
57,0.08034552688873339,0.07622471455998645,0.0003339295180870159,0.0003859130928960561,0.00046440545644393856,0.0005123678744362553,0.0,9.691376093914798e-05,4.243174978047041,1.9147764444351196,13.45625925064087,0.24065131823158514,0.9351302650349125,0.9863353104587431,0.9939935430587882,1.0,8.919871131460265e-05,0.0002229967782865066,44.18327418342233
58,0.07913260104646046,0.07509003892265377,0.0003277449544875553,0.00037837819249937534,0.0004492725559793794,0.000512197132323038,4.138539851262932e-07,8.355129839621278e-05,4.153948186889434,1.9097673892974854,13.224543666839566,0.23757979270285795,0.9373826863878669,0.9865605525940386,0.9945941887529094,1.0,8.607733141513559e-05,0.00021519332853783897,44.219690695405006
59,0.08386181856626128,0.07958906173578875,0.00034424493597372626,0.0004074160927200523,0.0004834402611732197,0.0005515532014668941,1.1499803566279825e-06,0.000154754175964937,4.260306158842779,1.9081432819366455,13.38619384765622,0.24073808560051818,0.9343043772054959,0.9864103911705083,0.9940686237705534,1.0,8.297708572458481e-05,0.000207442714311462,44.26382091268897
60,0.07949608413881462,0.07536376699020989,0.00033375515575536594,0.0003876902131068323,0.000469248689577622,0.0005102195455904674,0.0,0.0001938485488498454,4.330475622075822,1.9118695259094238,13.405099010467513,0.24478156400585374,0.9345296193407914,0.9864103911705083,0.9941437044823185,1.0,7.990143682222782e-05,0.00019975359205556955,43.683495085686445
61,0.08322869322844284,0.07884901294625161,0.00035851363603199224,0.0003911606344138703,0.00046823128002528816,0.0005234832960961898,0.0,0.00012222208090293437,4.255848746172979,1.8929195404052734,13.417188358306865,0.24140138765471347,0.9358059914407989,0.9856595840528568,0.9939935430587882,1.0,7.685381981586478e-05,0.00019213454953966196,43.37124049291015
62,0.07585693712466811,0.07209702689269529,0.0003052529477587852,0.000351371162080512,0.0004238418513242616,0.00046483410246124437,0.0,4.639140571137873e-05,4.254953980283777,1.8963985443115234,13.471389198303221,0.24144718565001058,0.9360312335760943,0.9863353104587431,0.9940686237705534,1.0,7.383763850524093e-05,0.0001845940962631023,43.83388665318489
63,0.07666999405809012,0.07277546903571568,0.0003156411835534967,0.0003648546942397767,0.0004338331848938034,0.0004931269878846796,0.0,8.40361052740711e-05,4.176080748019079,1.87892484664917,13.302726936340314,0.23829730919541833,0.9376079285231624,0.9859599068999174,0.9942187851940837,1.0,7.08562615804363e-05,0.0001771406539510907,43.59558252245188
64,0.07497627035864386,0.07118783680295537,0.00030708231973649924,0.0003543774025868439,0.00042825940756953905,0.00046749230466616124,0.0,8.855910592355267e-05,4.249545050037944,1.8973233699798584,13.486700725555414,0.24052023180583987,0.934829942187852,0.9867107140175689,0.9942187851940837,1.0,6.7913018859468e-05,0.00016978254714866998,43.8471100255847
65,0.08364393233532248,0.07874170351630423,0.00040340346398804426,0.0004287601405871266,0.000534063404585615,0.0005390947502653564,0.0,0.00010673674200418051,4.331149738973098,1.8987705707550049,13.480239295959466,0.244427136141798,0.9393347848937608,0.9855094226293265,0.9932427359411368,1.0,6.50111975693082e-05,0.00016252799392327047,43.581631030887365
66,0.07401769698344457,0.07015452138645042,0.0003144078189010333,0.0003566666179009386,0.0004326778629286,0.00046775893442025393,0.0,5.764489834934439e-05,4.278005064660544,1.9020408391952515,13.193279838562006,0.24178236279866488,0.9370823635408063,0.9858848261881523,0.9936932202117276,1.0,6.215403867447031e-05,0.00015538509668617577,43.387733064591885
67,0.07914557902521294,0.07488083563861603,0.00034987322725640456,0.00037955897795645833,0.0004520504003467507,0.0005117792438763389,0.0,6.891382136315923e-05,4.158243901741477,1.889276385307312,13.0896764755249,0.23697617862647227,0.9363315564231549,0.986260229746978,0.9942938659058488,1.0,5.934473325726504e-05,0.0001483618331431626,43.594037625938654
68,0.07868052642808361,0.07461968136376372,0.0003304752728379839,0.0003754203138239735,0.0004481091354904063,0.0005045524569974144,0.0,5.251347243151287e-05,4.141361024871925,1.8898848295211792,13.22555255889892,0.23640792956694132,0.9381334935055184,0.9871611982881597,0.9942187851940837,1.0,5.658641895376784e-05,0.0001414660473844196,43.680438067764044
69,0.07682136571297096,0.07271675882095294,0.0003358782794419941,0.0003702138100318865,0.00045045986259886056,0.000483279574992318,0.0,5.396636762900694e-05,4.207096497272402,1.886734962463379,13.015550994873006,0.23904707380798346,0.9396351077408214,0.9869359561528643,0.9941437044823185,1.0,5.3882176449479604e-05,0.000134705441123699,43.71029734238982
70,0.07625824374121588,0.0723805006482184,0.0003138940882286823,0.0003662242528543295,0.0004424240236362021,0.00048337412265640756,0.0,6.353566864376906e-05,4.247102042630469,1.8866502046585083,13.206800651550274,0.24110745676317832,0.9393347848937608,0.9865605525940386,0.9936932202117276,1.0,5.123502603859345e-05,0.0001280875650964836,43.92605198547244
71,0.08084279205517612,0.07638214832730857,0.00036543786896996806,0.0003997418379668109,0.000489872796239085,0.0005160181090609299,0.0,6.780922844565333e-05,4.139157999893303,1.8806062936782837,13.124706554412821,0.2362565412585589,0.9389593813349351,0.9870110368646294,0.9942938659058488,1.0,4.8647924250711254e-05,0.00012161981062677812,43.68376813456416
72,0.074214801446642,0.07038122975131017,0.00031211955544365247,0.00035289197106637687,0.00043044823006916245,0.00045889282258291056,0.0,6.592002392423261e-05,4.114502331411287,1.8765077590942383,13.135608100891107,0.2351330226839434,0.9370823635408063,0.9869359561528643,0.9945941887529094,1.0,4.6123760548776754e-05,0.00011530940137194187,43.50239798799157
73,0.07305958074322805,0.06927672528779694,0.00030749275242766713,0.00035065171299045205,0.00042316577455908547,0.000463562732967144,0.0,6.625442052961183e-05,4.195810001884703,1.8844810724258423,13.156428718566803,0.2388066858228757,0.9381334935055184,0.9864854718822734,0.9941437044823185,1.0,4.366535410191377e-05,0.00010916338525478443,44.263862919062376
74,0.07794056134364682,0.07394684066897944,0.00032475436004315893,0.00037014995171532174,0.0004416506498264464,0.0004977487401233967,0.0,5.8763905730648935e-05,4.274037700155038,1.9021306037902832,13.059003925323475,0.24201182227028664,0.9402357534349426,0.986260229746978,0.9936932202117276,1.0,4.1275450636773794e-05,0.00010318862659193448,43.51442440226674
75,0.0760048280654218,0.07204973150791857,0.0003212671430521826,0.0003665055908894651,0.0004438270448248669,0.000481973539896781,0.0,9.414074601710523e-05,4.246410603919955,1.8926057815551758,13.026260471343988,0.24105991925787376,0.9383587356408138,0.986785794729334,0.9939935430587882,1.0,3.8956719370908976e-05,9.739179842727245e-05,43.671955574303865
76,0.0759057508911381,0.07187838133843152,0.00032691104077749953,0.0003757252633041049,0.0004538482254282287,0.0004960038207549533,0.0,6.809292268529628e-05,4.201663948707263,1.88125741481781,13.265271282196032,0.23848828486638138,0.9394849463172911,0.9868608754410991,0.9941437044823185,1.0,3.671175003159673e-05,9.177937507899181e-05,43.624197609722614
77,0.07299503107498245,0.0691771955675794,0.0003101911100113147,0.0003544074981003088,0.00042224080340902333,0.0004776236361884916,0.0,7.110215171618165e-05,4.22629434968121,1.8860881328582764,13.055370140075647,0.23953163499082125,0.9394849463172911,0.9863353104587431,0.9943689466176139,1.0,3.454304996344403e-05,8.635762490861007e-05,43.97831342741847
78,0.07845744682452079,0.07420037141014128,0.0003472664055250887,0.00038992819566065033,0.00046980027965525667,0.0005167601619327803,0.0,4.5552701383526406e-05,4.187851588022474,1.8674980401992798,13.045556640624985,0.2372084633466723,0.9392597041819957,0.9868608754410991,0.9941437044823185,1.0,3.245304132800346e-05,8.113260332000865e-05,43.63944764435291
79,0.07551633055781572,0.07148354600155846,0.00032840063414572184,0.0003720556478881162,0.0004472565120331159,0.0004947579610787443,0.0,4.6662382063555904e-05,4.17461656659648,1.867388367652893,13.039443016052234,0.23665372467678164,0.9406111569937683,0.987836924694046,0.9942938659058488,1.0,3.044405839852721e-05,7.611014599631802e-05,43.6120797470212
80,0.07361566504810646,0.0698032325417185,0.0003104617404450091,0.00035029752049157937,0.0004213775337043127,0.00046536248962389593,0.0,7.221725898755749e-05,4.110085477362623,1.8708661794662476,12.941396045684803,0.23420620764322952,0.9400105112996471,0.9869359561528643,0.9944440273293791,1.0,2.8518344952881526e-05,7.129586238220382e-05,44.61761749908328
